Run on (40 X 3600 MHz CPU s)
2018-07-13 06:22:05
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"advised_convolution_algorithm","advised_determinism","advised_memory","advised_time","convolution_algorithm","filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","math_type","num_filters","output_batch_size","output_channels","output_height","output_size","output_width","pad_height","pad_width","predicted_advised_flops","predicted_advised_flops_count","predicted_flops","predicted_flops_count","stride_height","stride_width","workspace_bytes","workspace_megabytes"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT>/W:14/H:14/C:1024/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:700/H:161/C:1/N:1/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:700/H:161/C:1/N:2/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:700/H:161/C:1/N:4/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:341/H:79/C:32/N:1/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:341/H:79/C:32/N:2/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:341/H:79/C:32/N:4/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:480/H:48/C:1/N:1/K:16/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:240/H:24/C:16/N:1/K:32/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:120/H:12/C:32/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:60/H:6/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:108/H:108/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:54/H:54/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:27/H:27/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:224/H:224/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:112/H:112/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:56/H:56/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:224/H:224/C:3/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:112/H:112/C:64/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:56/H:56/C:128/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:256/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:224/H:224/C:3/N:1/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:192/N:1/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:192/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",6626,105555,112667,ns,,9.12683e+10,,,,5,1,5.29245e+06,0.109568,5,1,1,1,192,28,150528,28,0,64,1,64,28,50176,28,0,0,9.87068e+11,1.0419e+08,9.87068e+11,1.0419e+08,1,1,5.29245e+06,5.04727
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:512/N:1/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:512/N:1/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2192,320335,327542,ns,,6.01483e+10,,,,1,1,2.94199e+07,0.325632,5,1,1,1,512,14,100352,14,0,192,1,192,14,37632,14,0,0,1.20297e+11,3.85352e+07,5.2144e+11,1.67035e+08,1,1,2.94199e+07,28.057
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:832/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1358,516190,523337,ns,,2.02185e+10,,,,1,1,6.00058e+07,0.521216,5,1,1,1,832,7,40768,7,0,256,1,256,7,12544,7,0,0,4.04371e+10,2.08732e+07,1.3432e+11,6.93345e+07,1,1,6.00058e+07,57.226
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:832/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:224/H:224/C:3/N:2/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:192/N:2/K:32/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:192/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",6335,110670,117767,ns,,1.741e+11,,,,2,1,7.24214e+06,0.116736,5,1,1,2,192,28,301056,28,0,64,2,64,28,100352,28,0,0,3.482e+11,3.85352e+07,1.04593e+12,1.15753e+08,1,1,7.24214e+06,6.90665
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:512/N:2/K:48/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:512/N:2/K:192/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",2158,323115,330330,ns,,1.19261e+11,,,,1,1,3.21008e+07,0.330816,5,1,1,2,512,14,200704,14,0,192,2,192,14,75264,14,0,0,2.38523e+11,7.70703e+07,5.79836e+11,1.87354e+08,1,1,3.21008e+07,30.6137
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:832/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1349,518615,525906,ns,,4.0248e+10,,,,2,1,6.20773e+07,0.52224,5,1,1,2,832,7,81536,7,0,256,2,256,7,25088,7,0,0,8.0496e+10,4.17464e+07,1.54393e+11,8.00704e+07,1,1,6.20773e+07,59.2016
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:832/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:2/pad_h:2/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:56/H:56/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:256/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",3482,201642,208821,ns,,6.37023e+10,,,,1,1,1.97759e+07,0.2048,5,1,1,1,256,14,50176,14,0,256,1,256,14,50176,14,0,0,1.27405e+11,2.56901e+07,5.52567e+11,1.11421e+08,1,1,1.97759e+07,18.8598
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:512/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1119,625006,633165,ns,,2.05519e+10,,,,1,1,7.32533e+07,0.62976,5,1,1,1,512,7,25088,7,0,512,1,512,7,25088,7,0,0,4.11038e+10,2.56901e+07,1.36396e+11,8.5248e+07,1,1,7.32533e+07,69.8598
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:56/H:56/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:256/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",3404,205296,212420,ns,,1.25137e+11,,,,1,1,2.17256e+07,0.207872,5,1,1,2,256,14,100352,14,0,256,2,256,14,100352,14,0,0,2.50274e+11,5.13802e+07,6.09022e+11,1.2503e+08,1,1,2.17256e+07,20.7191
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:512/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",1114,628488,636660,ns,,4.08761e+10,,,,1,1,7.5203e+07,0.63392,5,1,1,2,512,7,50176,7,0,512,2,512,7,50176,7,0,0,8.17521e+10,5.13802e+07,1.56526e+11,9.83748e+07,1,1,7.5203e+07,71.7191
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:700/H:161/C:1/N:1/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:350/H:80/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:350/H:80/C:64/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:175/H:40/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:175/H:40/C:128/N:1/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:84/H:20/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:84/H:20/C:256/N:1/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:42/H:10/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:700/H:161/C:1/N:2/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:350/H:80/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
"LAYER_CUDNN_CONV_FWD_DOUBLE<CUDNN_CONVOLUTION_FWD_ALGO_FFT_TILING>/W:350/H:80/C:64/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",,,,,,,,true,"CUDNN/CONV_FWD failed to cudnnGetConvolutionForwardWorkspaceSize"
